acc_vectorizer_type;acc_vectorizer_parameters;acc_model;acc_model_parameters;f1_vectorizer_type;f1_vectorizer_parameters;f1_model;f1_model_parameters;avg_char_per_word;avg_class_count;avg_unique_words_per_doc;english_stopword_ratio;max_char_per_word;max_class_count;max_min_length_ratio;max_words_per_doc;min_char_per_word;min_class_count;min_words_per_doc;number_of_classes;number_of_documents;number_of_words;punctuation_token_ratio;special_char_ratio;type_token_relation;vocabulary_size;avg_bigram_freq_per_doc;avg_std_ratio_class_count;avg_trigram_freq_per_doc;avg_words_per_doc;hapax_legomena_ratio;high_frequency_word_ratio;kurtosis_per_doc;long_word_ratio;median_words_per_doc;numeric_token_ratio;rare_word_ratio;skewness_per_doc;std_char_per_word;std_class_count;std_words_per_doc;variance_words_per_doc;class_entropy;corpus_word_entropy;max_class_entropy;mean_info_gain_ratio;mean_mutual_info_words_classes;normalized_class_entropy;words_per_doc_entropy;avg_feature_importance;avg_prediction_time;avg_training_time;avg_tree_depth;coef_stability;embedding_matrix_size;ideal_clusters_for_kmeans;num_tree_leaves;num_tree_nodes;sparsity;svd_top10_singular_ratio;svd_total_explained_ratio;svd_total_explained_variance;svd_total_singular_sum;avg_acc;avg_balanced_acc;avg_f1_macro;avg_f1_micro;avg_f1_weighted;cluster_label_agreement;davies_bouldin_score_embeddings;linear_vs_nonlinear_gap_acc;linear_vs_nonlinear_gap_balanced_acc;linear_vs_nonlinear_gap_f1_macro;linear_vs_nonlinear_gap_f1_micro;linear_vs_nonlinear_gap_f1_weighted;robustness_to_noise_acc_linear;robustness_to_noise_balanced_acc_linear;robustness_to_noise_f1_macro_linear;robustness_to_noise_f1_micro_linear;robustness_to_noise_f1_weighted_linear;silhouette_score_embeddings;automated_readability_index;coleman_liau_index;dale_chall_readability_score;difficult_words;flesch_kincaid_grade;flesch_reading_ease;gunning_fog;linsear_write_formula;school_grade;smog_index
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};lr;OrderedDict([('C', 4.529109756695851), ('max_iter', 107)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};lr;OrderedDict([('C', 9.990106628872864), ('max_iter', 116)]);5.484339319486268;3121.25;24.505246295554667;0.3161704355277574;100.0;7520.0;50.0;100.0;2.0;34.0;2.0;8.0;24970.0;667819.0;0.0047647641052440855;0.06664575320335532;0.10685679802461445;71361.0;25.74485382458951;1.08649516817226;24.74485382458951;26.74485382458951;0.6734630960889001;0.0;-1.0080248123824453;0.2836292468468253;26.0;0.010207855721385585;0.08030918557273753;0.2250365541804806;14.586525927547669;2872.769333388454;14.58681801733669;212.77525987089828;2.4017531863018173;11.593819755511646;3.0;0.02883975098939947;0.0024712637925666846;0.8005843954339391;4.338462862026977;1;4.1898091634114585e-06;1.6628506183624268;205.0;0.7505812222187297;7136100.0;5.0;7264.0;14527.0;0.9828967160592711;0.18919236747934243;0.3917679840244925;0.3712200398625364;951.0154911397905;0.5180345172142882;0.2953516969587176;0.2984530241290311;0.5180345172142882;0.485941961538422;0.098339890159231;6.794918769830132;-0.042050580971245144;-0.04548224329137629;-0.05867686337379008;-0.042050580971245144;-0.06558139688724146;0.0977974870482839;0.07767787982589713;0.09841389552003099;0.1061273788243216;0.10809253464065066;0.023439525459988234;11.748515130526243;12.098937812101944;11.292812056289016;39921.0;8.842357135713144;57.839917375916315;11.216417606702793;11.333333333333334;10;11.491586381952967
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.5302839947519002), ('fit_prior', True)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.41002219558028213), ('fit_prior', True)]);5.836463630674857;3806.5;14.24615788782346;0.2853541996410488;31.0;4342.0;31.0;31.0;1.0;3271.0;1.0;2.0;7613.0;113461.0;0.010761407003287473;0.07064044235621;0.24663100096068252;27983.0;13.903585971364771;5.026334197173844;12.904636805464337;14.903585971364771;0.7299074438051675;0.0;-0.6146371414822864;0.3062990807414001;15.0;0.011378359083738025;0.20504843073831536;0.02242315007147677;5.732227367507275;757.3113626507924;5.732603880849171;32.862747254726976;0.9856763595428428;12.329895833470415;1.0;0.017744811150295112;0.0009321758830472787;0.9856763595428428;3.7006199038015377;1;3.959337870279948e-06;0.1913751761118571;213.0;0.8632248995268502;2798300.0;2.0;1286.0;2571.0;0.9905742808354131;0.1683520296095002;0.36294665908841145;0.3506347750351028;512.4948840830735;0.6973194238621007;0.6822101345954789;0.6838589956304132;0.6973194238621007;0.6928086018599607;0.07984335263707461;8.404195593658251;-0.02824102935084527;-0.03226552030209984;-0.03473384359393028;-0.02824102935084527;-0.03234444084505661;0.08827017094725931;0.08246164499971109;0.08604172271874244;0.06869847144841068;0.07435271908600338;0.013422976278596644;12.5508338472291;13.664655272955638;11.475409099988235;17521.0;9.092502160336313;52.99659325966607;11.618566281487801;17.25;11;11.654527207921497
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 0.6309750266166035), ('max_iter', 100)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};lr;OrderedDict([('C', 9.950033474714676), ('max_iter', 991)]);4.928452960369587;19039.5;10.853751411539168;0.0905142594431464;45.0;26671.0;0.0;45.0;0.0;11408.0;0.0;2.0;38079.0;442582.0;0.005603481388759597;0.04889757859795997;0.06426153797488375;28441.0;10.916419126101955;1.764130192020084;9.688647285905617;11.622731689382599;0.6304279033789247;0.0;0.34321414876713074;0.2978047005978553;9.0;0.008228667484562776;0.04820349675314405;1.1101382678890321;9.569926946334453;10792.570801250275;9.57005260766273;91.5859069134322;0.880786321853728;10.059749827261184;1.0;0.02782359731045092;0.001686869105391438;0.880786321853728;2.923846908523761;1;3.924369812011719e-06;1.232358455657959;435.0;1.3138277368976372;2844100.0;6.0;2707.0;5413.0;0.9914625121458022;0.2058003103155538;0.5669096102158578;0.5370923742770312;1354.156266688186;0.9041378887750904;0.8877241976587071;0.8861671406626828;0.9041378887750904;0.9042927726758063;-0.06023392508956792;4.243076259254962;-0.007957141731663175;-0.004877817887540048;-0.008596986816840513;-0.007957141731663175;-0.007591242395849962;0.09165156648021222;0.1239685962805982;0.11997478470119838;0.09427768586359953;0.0999216588118611;0.011808240889208047;8.387727446230151;9.782570654309339;18.972835900856097;17708.0;10.280303249363843;44.885414703497645;13.740414550456908;5.4;9;12.67823646815469
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};svm;OrderedDict([('C', 10.0), ('degree', 2), ('gamma', 0.020169594563471397)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};svm;OrderedDict([('C', 3.9725206582955073), ('degree', 2), ('gamma', 0.06373771901669639)]);3.854596871593955;3865.5;43.99029879705083;0.46065643491227715;4239.0;3900.0;4239.0;4239.0;1.0;3831.0;1.0;2.0;7731.0;577099.0;0.0;2.3326429819977687e-06;0.03265990757218432;18848.0;73.647393610141;79.22670326598839;72.64998059759411;74.647393610141;0.5325233446519525;5.305602716468591e-05;116.9774844698281;0.13168624447451824;22.0;0.0023479506982337518;0.017392163216363225;7.123941933160063;144.36890471526294;48.79036790187178;144.37824263479118;20845.076946310637;0.9999425384754752;9.097524502522168;1.0;0.05981565066541157;0.012685372865599337;0.9999425384754752;4.417111825457046;1;4.682540893554688e-06;0.19922407468159994;198.0;0.8586757698270092;1884800.0;6.0;434.0;867.0;0.9667607036605872;0.18438583084825305;0.4407039940619962;0.40564208973702215;550.7287086144482;0.8616392877161213;0.8611683700446425;0.8574768988579352;0.8616392877161213;0.8576159487034895;0.0006776440883237419;2.1508339887854326;0.02522312766783097;0.025348673774672204;0.02989432147763793;0.02522312766783097;0.02978998846140457;0.10412624498771172;0.09871423408228408;0.11759827675987145;0.10813607554003357;0.10894227226725917;0.040408441738042575;288543.7251512652;6.556754012344609;28631.09104606286;12067.0;225066.88537461834;-585656.9631942976;230839.88614402508;66.0;65;1179.2474596687878
bow;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 0.14914622679778672), ('fit_prior', False)]);bow;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 0.14914622679778672), ('fit_prior', False)]);5.638004080964417;10000.0;11.9379;0.3005583858594874;34.0;10000.0;34.0;34.0;1.0;10000.0;1.0;2.0;20000.0;250431.0;0.009651361053543691;0.07979721530617188;0.19147789211399546;47952.0;11.52155;0.0;10.5233;12.52155;0.7116074407741074;0.0;-0.8475489808413053;0.2690681265498281;12.0;0.005578382867935679;0.15637441051626996;0.35719644544673784;6.858595745303845;0.0;6.858767216627678;47.04268773188659;1.0;12.243955948238634;1.0;0.015921579897952922;0.0008039682787492039;1.0;3.3141770213052717;1;4.4965744018554695e-06;0.499832550684611;500.0;1.277023064157792;4795200.0;7.0;2418.0;4835.0;0.991668;0.19652111699329974;0.4299371721530295;0.4108216246085116;866.1985700469062;0.6615159391045348;0.6615152717031352;0.6585142939094427;0.6615159391045348;0.6585139933016263;0.012510028632786175;1.9970852011095854;-0.0038995649977475733;-0.0038974353344152224;-0.005213216567719892;-0.0038995649977475733;-0.005213875942324919;0.1353490756305269;0.13206509613168882;0.15642295201986633;0.13124919061577667;0.1476473716785316;0.021873980723971755;10.672512783729381;11.9843241437198;10.505721430238559;28510.0;7.4609818245159225;61.33255277350233;9.896853170483944;6375;9;10.475594557382152
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.23114853728055199), ('fit_prior', False)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.17505130020758025), ('fit_prior', False)]);4.498549265750829;500.0;26975;0.4210816153731046;815.0;538.0;815.0;815.0;1.0;462.0;1.0;2.0;1000.0;33776.0;0.005714116532449076;0.03964658023806994;0.19872098531501659;6712.0;32776;9.304036594559836;31788;33776;0.6558402860548271;0.0;72.28613937684896;0.17817385125532922;19.0;0.0033159639981051635;0.14850781620085268;6.205568965875471;49.04495717196621;53.74011537017761;49.06949805775111;2407.81563963964;0.9958294764724046;10.196025272446919;1.0;0.013002424172484563;0.0009789626389237005;0.9958294764724046;4.031050317490995;1;3.741582234700521e-06;0.021639188130696613;125.0;0.3960829452444634;671200.0;7.0;207.0;413.0;0.979353;0.16866542627512857;0.4712598483403882;0.43961325460054457;208.8552436706198;0.6490152827478176;0.6401205009212458;0.6374077072929583;0.6490152827478176;0.6419991181132079;-0.001069053852272759;8.102698868876628;0.009995024965084864;0.011744943448854017;0.014104383272815046;0.009995024965084864;0.013245105894385212;0.06501111890333444;0.032988369999543354;0.018263740642683546;0.09105512698327067;0.019928369033907822;0.010865681472244813;7.332500525644832;7.5124686791552335;8.392836594888713;2845.0;6.962372194805315;72.127275083405;9.19751713915338;12.0;6;9.956674956572694
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 6.6360850776123375), ('fit_prior', False)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 0.7922890057191571), ('fit_prior', True)]);4.498549265750829;500.0;26975;0.4210816153731046;815.0;647.0;815.0;815.0;1.0;353.0;1.0;2.0;1000.0;33776.0;0.005714116532449076;0.03964658023806994;0.19872098531501659;6712.0;32776;2.4051251060766923;31788;33776;0.6558402860548271;0.0;72.28613937684896;0.17817385125532922;19.0;0.0033159639981051635;0.14850781620085268;6.205568965875471;49.04495717196621;207.88939366884497;49.06949805775111;2407.81563963964;0.9367188103082079;10.196025272446919;1.0;0.01262265737501492;0.0009938869837700754;0.9367188103082079;4.031050317490995;1;3.757476806640625e-06;0.024207274119059246;117.0;0.3911307371203857;671200.0;4.0;191.0;381.0;0.979353;0.16866542627512857;0.4712598483403882;0.43961325460054457;208.8552436706198;0.6900223576870284;0.5989005922227575;0.584530822728371;0.6900223576870284;0.6448814344647982;-0.00401788419609965;8.102698868876628;0.024009038979098674;0.04231124373516959;0.06383633427886248;0.024009038979098674;0.04793952641560317;0.020014026002050045;0.04928671053030531;0.07359687128267156;0.03203502904101707;0.08226128467582816;0.010865681472244813;7.332500525644832;7.5124686791552335;8.392836594888713;2845.0;6.962372194805315;72.127275083405;9.19751713915338;12.0;6;9.956674956572694
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};rf;OrderedDict([('max_depth', 49), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 55)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 0.5974567973302279), ('fit_prior', True)]);4.498549265750829;500.0;26975;0.4210816153731046;815.0;862.0;815.0;815.0;1.0;138.0;1.0;2.0;1000.0;33776.0;0.005714116532449076;0.03964658023806994;0.19872098531501659;6712.0;32776;0.9766668248432977;31788;33776;0.6558402860548271;0.0;72.28613937684896;0.17817385125532922;19.0;0.0033159639981051635;0.14850781620085268;6.205568965875471;49.04495717196621;511.9453095790604;49.06949805775111;2407.81563963964;0.5789769306918972;10.196025272446919;1.0;0.011765221741454257;0.0009053186124137636;0.5789769306918972;4.031050317490995;1;3.8448969523111976e-06;0.018641074498494465;97.0;0.30121881946441187;671200.0;3.0;152.0;303.0;0.979353;0.16866542627512857;0.4712598483403882;0.43961325460054457;208.8552436706198;0.8416650183117249;0.5115350905493182;0.4877254638939183;0.8416650183117249;0.7954704783500074;0.015514847127092852;8.102698868876628;-0.002002002002002068;0.0018810281270514873;0.00618324419618671;-0.002002002002002068;0.0008116234353915397;0.0;0.0;0.0;0.0;0.0;0.010865681472244813;7.332500525644832;7.5124686791552335;8.392836594888713;2845.0;6.962372194805315;72.127275083405;9.19751713915338;12.0;6;9.956674956572694
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 0.8632012725909878), ('max_iter', 945)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 6.6360850776123375), ('max_iter', 731)]);4.498549265750829;500.0;26975;0.4210816153731046;815.0;875.0;815.0;815.0;1.0;125.0;1.0;2.0;1000.0;33776.0;0.005714116532449076;0.03964658023806994;0.19872098531501659;6712.0;32776;0.9428090415820635;31788;33776;0.6558402860548271;0.0;72.28613937684896;0.17817385125532922;19.0;0.0033159639981051635;0.14850781620085268;6.205568965875471;49.04495717196621;530.3300858899106;49.06949805775111;2407.81563963964;0.5435644431995964;10.196025272446919;1.0;0.011601726109625664;0.0009179013385397363;0.5435644431995964;4.031050317490995;1;3.790855407714844e-06;0.01638038953145345;95.0;0.2942421300876549;671200.0;2.0;144.0;287.0;0.979353;0.16866542627512857;0.4712598483403882;0.43961325460054457;208.8552436706198;0.8526640412867957;0.5168385134870508;0.49457788893878823;0.8526640412867957;0.813000574637364;0.016477166564779946;8.102698868876628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010865681472244813;7.332500525644832;7.5124686791552335;8.392836594888713;2845.0;6.962372194805315;72.127275083405;9.19751713915338;12.0;6;9.956674956572694
bow;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};svm;OrderedDict([('C', 2.538523305370564), ('degree', 3), ('gamma', 0.005872711858403056)]);bow;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 7.522834773461375), ('max_iter', 100)]);5.815288381187275;2029.75;14.626431826579628;0.2997922655915674;34.0;2111.0;34.0;34.0;1.0;1859.0;1.0;4.0;8119.0;123205.0;0.005990016638935108;0.07767537149114427;0.27144190576681143;33443.0;14.16449311023622;17.232083571589538;13.175144722256436;15.1748983865008;0.7621026821756421;0.0;-0.662182927759293;0.30790958159165616;15.0;0.0057221703664624;0.2298851507649852;0.15788876223552262;5.3525498513758;117.78900627817521;5.352879512931951;28.6533190799666;1.9981475126081139;12.078208414345083;2.0;0.018211657230006707;0.001953091203324659;0.9990737563040569;3.7684066273390426;1;4.240671793619791e-06;0.23782928784688315;223.0;0.6632795941420137;3344300.0;8.0;1434.0;2867.0;0.9902942480601059;0.17485699354744275;0.4071841650811665;0.3912303075548639;557.540212121796;0.6624390504799922;0.6667327909520112;0.6505978532130391;0.6624390504799922;0.6447201287808242;0.2922753127279107;8.050213719105097;0.032760912120656904;0.03202714845537469;-0.004108804931549637;0.032760912120656904;-0.003982895394906594;0.14409631922493793;0.15032152608273175;0.12350344373156474;0.1392922712852075;0.12601160350841867;0.01559561394544162;12.173797501600795;13.001638440849163;11.156771387402895;19629.0;9.189679867904164;51.31207622964115;12.45653463399588;14.2;11;12.104968223289166
bow;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 0.02670736930771547), ('max_iter', 100)]);word2vec;{'hs': 1, 'min_count': 10, 'sg': 0, 'vector_size': 100, 'window': 7, 'workers': 1};lr;OrderedDict([('C', 9.855625835868599), ('max_iter', 150)]);5.812098887727879;20352.0;14.592030267295597;0.2992295544289217;35.0;21238.0;35.0;35.0;1.0;18595.0;1.0;4.0;81408.0;1233601.0;0.006179469698873461;0.07781822457834234;0.14138688279273445;174415.0;14.153314170597485;17.050924135495656;13.153658117138365;15.153314170597485;0.6246595762979101;0.0;-0.6901024231572781;0.3078467024588988;15.0;0.00569065686555053;0.09846862964605249;0.14338434203744538;5.362751930441356;1193.600994190828;5.362784868244381;28.7594615430709;1.9981049440578929;12.746706262712788;2.0;0.01297146755462157;0.001792211033881302;0.9990524720289464;3.7646905629669476;1;5.6584676106770836e-06;7.207355101903279;733.0;1.0911521428238617;17441500.0;7.0;23964.0;47927.0;0.9903406667649371;0.17623197427991308;0.401533927244521;0.3857102518171198;1751.507515874332;0.6380822523584905;0.6478052175682841;0.6199445375619052;0.6380822523584905;0.6089139810723531;0.21843792279869606;7.910813069912876;-0.04244054638364769;-0.040885002057661324;-0.02497587304205129;-0.04244054638364769;-0.026027498889861556;0.14664406446540879;0.1417406775551937;0.10703673311540673;0.14052672955974843;0.10386909850600168;0.01554129047958032;12.108617426547617;12.956908421764783;11.12922012560475;110450.0;9.137191359664506;51.50972071132844;12.411872944544022;10.571428571428571;11;12.060398738737632
word2vec;{'hs': 1, 'min_count': 10, 'sg': 0, 'vector_size': 100, 'window': 7, 'workers': 1};rf;OrderedDict([('max_depth', 22), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 4), ('n_estimators', 200)]);word2vec;{'hs': 1, 'min_count': 10, 'sg': 0, 'vector_size': 100, 'window': 7, 'workers': 1};rf;OrderedDict([('max_depth', 47), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 50)]);4.727814539920615;6679.2;18.115013774104682;0.31654144039568444;589.0;10274.0;589.0;589.0;1.0;3086.0;1.0;5.0;33396.0;737927.0;0.0031046431422078334;0.058037283968180385;0.039422598712338754;29091.0;21.096269014253203;2.1766006479651465;20.280123368068033;22.096269014253203;0.4428517410883091;0.0;34.11718280429557;0.17818429194215687;11.0;0.008804393930564947;0.020911282552339188;4.3409172939692535;33.12715799297903;3068.6382484743945;33.12765397905482;1097.4414581559865;2.197011123198078;10.14804001692046;2.321928094887362;0.02726639716356343;0.002740242740836006;0.9462011885879075;3.050385113029462;1;4.434585571289062e-06;1.7146154244740803;372.0;0.7816345360586734;2909100.0;9.0;7016.0;14031.0;0.9850456342076895;0.2544009446477441;0.6001990786574115;0.5641903152819202;1206.928439999083;0.6114105481694415;0.5158322603788349;0.5170506341372173;0.6114105481694415;0.5874169800447179;0.016542530356859396;1.25296433104748;0.012306863097376941;0.007768382670303442;0.019122011435961594;0.012306863097376941;0.0078196850367791;0.1013594442448198;0.09370898180145454;0.10045649686595753;0.10111989459815551;0.10180480419841975;0.19020391354320093;8.145549676457119;8.198291377304976;7.863048793838208;11940.0;6.448331646582602;74.86232316032132;8.553004402179502;6125;7;9.401319673923306
